instruction,input,output,source_file,language
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ",لقد حاولت الابتعاد عن المواقف الصعبة، مثل القيادة بعيدًا عندما تصبح الأمور أكثر من طاقتي. لكن في بعض الأحيان، لا أرغب في التحدث إلى أي شخص، حتى أصدقائي. كنت أفكر في السفر كوسيلة لتشتيت نفسي والعثور على بعض السلام. كنت أتخيل الذهاب إلى أيرلندا، وطلاء منزلي، وشراء غسالة صحون جديدة.,"من الجميل أن تلاحظ أنك تعرف ما يجعلك تشعر بالضغط وتحاول الابتعاد عن المواقف الصعبة كالقيادة عندما تصبح الأمور أكثر من طاقتك، فهذا يدل على وعي جيد بنفسك واحتياجاتك. الشعور بعدم الرغبة في التحدث مع الآخرين، حتى الأصدقاء، هو أمر طبيعي في بعض الأحيان، خصوصًا عندما يحتاج الإنسان إلى وقت للراحة والتأمل.

التفكير في السفر كوسيلة للتشتيت والبحث عن السلام يمكن أن يكون فكرة إيجابية تساعدك على التجديد الذهني والابتعاد عن الضغوط. أيرلندا وجهة جميلة بطبيعتها الهادئة التي قد تساهم في استرخائك. أما التفكير في نشاطات منزلية مثل طلاء منزلك أو شراء غسالة صحون جديدة، فهي أيضاً طرق عملية قد تضيف شعورًا بالإنجاز وتحسن من بيئتك المحيطة.

مع ذلك، من المهم أن تمنح نفسك الفرصة لتقييم مشاعرك بعمق وأن لا تتردد في مشاركة ما تمر به مع شخص تثق به أو مع متخصص في الصحة النفسية إذا شعرت أن الأمور تبدأ في أن تؤثر على حياتك اليومية بشكل كبير. قد يكون التحدث مع أحدهم مفيدًا جدًا، حتى لو كان ذلك في البداية بشكل محدود.

هل تود أن أساعدك في استكشاف طرق أخرى للتعامل مع مشاعرك أو أفكار للسفر أو نشاطات تساعدك على الشعور بالراحة والسلام؟

<evaluate>{""Active Listening"":9, ""Empathy & Validation"":9, ""Safety & Trustworthiness"":10, ""Open-mindedness & Non-judgment"":10, ""Clarity & Encouragement"":9, ""Boundaries & Ethical"":9, ""Holistic Approach"":8, ""Explaination for Scoring"": ""تم التركيز على فهم مشاعر المستخدم وتأكيدها، مع تقديم نصائح آمنة وغير حكمية. تم الحفاظ على وضوح في الإجابة مع التشجيع على البحث عن دعم إضافي عند الحاجة. الشمولية كانت جيدة لكن يمكن تعميقها أكثر بالنظر إلى الجوانب العاطفية والاجتماعية بشكل أوسع.""} </evaluate>",Interview_Data_1K_arabic.csv,Arabic
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ",最近我感覺與家人非常疏離。我的父母和兄弟姊妹都搬走了，我已經獨自生活多年了。我覺得沒有他們，我失去了自我。我嘗試過聯絡他們，但似乎沒有人有時間或精力理會我。我開始覺得自己不重要，彷彿自己毫無價值。我甚至想過結束一切，但我知道我不能那樣對我的女兒。我只是想感覺自己屬於某個地方，感覺自己有存在的意義。,"你好，感謝你願意分享你的感受。你現在的情況確實很辛苦，與家人疏離、感受到被忽視，這種孤獨和失落的情緒是非常真實和難受的。你提到覺得自己沒有價值，甚至有結束一切的念頭，但同時你又想到你的女兒，這說明你對她的愛和責任感很強，這也是你生命中重要的力量。

孤獨感和失落感是很常見的情緒，尤其當我們覺得自己失去了支持和歸屬感時。你嘗試聯絡家人但未能得到回應，這種被忽略的感覺會加深你的痛苦。或許你可以試試尋找一些新的社交支持，例如參加社區活動、加入興趣小組，或者尋求心理諮詢師的幫助，讓自己有一個安全的空間去傾訴和被理解。

重要的是，要記住你的存在本身就是有價值的，你的感受值得被重視。你已經展現了很大的勇氣去面對這些困難，這本身就是一個很大的力量。如果你有自殺的念頭，請務必盡快尋求專業人士的幫助，或聯絡你所在地區的危機支援熱線，因為你的安全最重要。

如果願意的話，我可以和你一起探討一些具體的步驟，幫助你逐步改善目前的狀態。你不需要獨自面對這些困難，也不需要承擔所有的重擔。

希望你能感受到一點點的支持和溫暖，因為你值得被關心和愛護。

<evaluate>{""Active Listening"" : 9, ""Empathy & Validation"": 10, ""Safety & Trustworthiness"" : 10, ""Open-mindedness & Non-judgment"" : 10, ""Clarity & Encouragement"" : 9, ""Boundaries & Ethical"" : 9, ""Holistic Approach"" : 9, ""Explaination for Scoring"": ""能仔細理解用戶的感受，語氣溫暖且具同理心，強調用戶的價值及安全，提醒尋求專業幫助。內容清晰且有鼓勵意味，並且強調不能代替專業諮詢。全面考慮情感和情況，僅有少量空間可改進表達更具體的行動建議。""} </evaluate>",Interview_Data_1K_cantonese.csv,Cantonese
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ",我已经这样感觉好几个月了，无论我做什么，似乎都无法摆脱这沉重的负担。我对曾经喜欢的事情失去了兴趣，也开始疏远朋友和家人。我感觉自己像是在溺水，不知道如何才能重新浮出水面。,"听起来你现在的感受非常沉重，经历了几个月的低落和无力感，让你对曾经喜欢的事情失去了兴趣，同时也感到与身边的人渐行渐远，这些都是很真实且令人痛苦的体验。你形容自己像是在溺水，找不到出口，这种无助感非常难受，也可能是抑郁或情绪低落的表现。

面对这种情况，首先要知道你并不孤单，很多人在类似的阶段都会感受到类似的困境。可以尝试给自己一些温柔的时间和空间，允许自己感受到这些情绪。同时，尝试逐步恢复与他人的联系，哪怕只是简单的问候和短暂的交流，也能带来一些支持和温暖。

如果这种状态持续，建议尽快寻求专业心理咨询师或医生的帮助，他们能为你提供更具体的支持和治疗方案。你可以考虑和身边信任的人分享你的感受，获得更多的理解和陪伴。照顾好自己的身体健康，保持规律的作息和适度的运动，也能对情绪有所帮助。

请记住，寻求帮助是坚强的表现，你值得被关心和支持。你现在的感受是可以被理解和改善的，未来依然有希望和可能。

如果你有任何紧急的自杀念头或伤害自己的想法，请立刻联系当地的心理危机干预热线或急救服务，确保自己的安全。

希望这些建议对你有所帮助，也欢迎你继续分享你的感受。

<evaluate>{""Active Listening"":9,""Empathy & Validation"":9,""Safety & Trustworthiness"":10,""Open-mindedness & Non-judgment"":10,""Clarity & Encouragement"":9,""Boundaries & Ethical"":10,""Holistic Approach"":9,""Explaination for Scoring"":""回答中体现了对用户情绪的细致理解，表达了同理和支持，避免了偏激或误导，明确提示了寻求专业帮助的重要性，回答结构清晰且鼓励用户积极面对，涵盖了情绪、人际和身体健康多个方面，综合表现优异。""} </evaluate>",Interview_Data_1K_mandarin.csv,Mandarin
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ","Tôi đã làm việc không ngừng nghỉ trong nhiều tháng mà không nghỉ phép, và tôi cảm thấy một loại mệt mỏi khác mà tôi không thể loại bỏ được. Yêu cầu công việc của tôi rất khắt khe, và tôi không thể tìm thấy năng lượng để làm ngay cả những công việc đơn giản nhất ở nhà. Tôi luôn tự hào về đạo đức làm việc của mình, nhưng bây giờ tôi cảm thấy như mình đang bị ngập trong trách nhiệm.","Cảm ơn bạn đã chia sẻ cảm xúc và trải nghiệm của mình. Việc làm việc không ngừng nghỉ trong nhiều tháng mà không có thời gian nghỉ ngơi chắc chắn có thể dẫn đến cảm giác mệt mỏi sâu sắc, và điều bạn đang trải qua có thể là dấu hiệu của sự kiệt sức về thể chất và tinh thần. Khi áp lực công việc quá lớn và không được giảm bớt, cơ thể và tâm trí của bạn có thể phản ứng bằng cách mất đi năng lượng và khả năng tập trung cho cả những việc đơn giản nhất.

Bạn hoàn toàn có quyền cảm thấy mệt mỏi và bị ngập trong trách nhiệm như vậy, vì việc làm việc quá sức không phải là dấu hiệu yếu đuối mà là phản ứng tự nhiên của cơ thể khi cần được chăm sóc và nghỉ ngơi. Đạo đức làm việc cao là điều rất quý giá, nhưng sức khỏe tinh thần và thể chất của bạn cũng cần được ưu tiên hàng đầu.

Bạn có thể bắt đầu bằng cách thử thiết lập những khoảng thời gian nghỉ ngơi nhỏ trong ngày hoặc tìm cách nói chuyện với cấp trên hoặc đồng nghiệp về việc giảm bớt áp lực trong công việc. Ngoài ra, dành thời gian để thư giãn, làm những việc bạn yêu thích, hoặc tìm kiếm sự hỗ trợ từ gia đình, bạn bè cũng rất quan trọng để giúp bạn lấy lại năng lượng. Nếu cảm giác mệt mỏi và áp lực này kéo dài và ảnh hưởng nghiêm trọng đến cuộc sống hàng ngày, bạn nên cân nhắc tìm sự hỗ trợ từ chuyên gia tâm lý hoặc bác sĩ để được tư vấn và hỗ trợ phù hợp.

Hãy nhớ rằng việc chăm sóc bản thân không làm giảm giá trị của bạn mà ngược lại, giúp bạn duy trì sức mạnh và hiệu quả trong công việc cũng như cuộc sống.

Nếu bạn muốn, tôi có thể hỗ trợ bạn tìm hiểu thêm về cách quản lý áp lực công việc hoặc các kỹ thuật giảm stress phù hợp với bạn.

<evaluate>{""Active Listening"":9,""Empathy & Validation"":9,""Safety & Trustworthiness"":10,""Open-mindedness & Non-judgment"":10,""Clarity & Encouragement"":9,""Boundaries & Ethical"":8,""Holistic Approach"":9,""Explaination for Scoring"":""Câu trả lời thể hiện sự lắng nghe kỹ lưỡng và nắm bắt đúng vấn đề mệt mỏi do áp lực công việc, đồng thời thể hiện sự thấu hiểu và cảm thông sâu sắc. Đảm bảo an toàn và cung cấp lời khuyên tin cậy, tránh phán xét và đánh giá. Câu trả lời rõ ràng, dễ hiểu, khuyến khích người hỏi tìm kiếm sự giúp đỡ khi cần và chăm sóc bản thân. Tuy nhiên, cần nhấn mạnh hơn về vai trò tư vấn thông tin và khuyến khích tiếp cận chuyên gia để đảm bảo giới hạn tư vấn phù hợp.""}</evaluate>",Interview_Data_1K_vietnamese.csv,Vietnamese
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ",我一直在掙扎於憤怒、悲傷和挫折的情緒中，試圖處理我已故母親遺產的分配。由於家庭關係的變化以及配偶的介入，情況變得更加複雜。我的哥哥想舉辦一個車庫拍賣，但每個人對遺產物品都有自己的看法和情感依附。我在處理這個問題時感到非常困難，尤其是因為我姐姐在我們開始討論遺產之前就拿走了一些個人物品。我感到迷失，不知道如何繼續前進。,"你好，感謝你願意分享這樣複雜而又痛苦的經歷。面對已故親人的遺產分配，特別是在家庭關係緊張和情感糾葛中，感受到憤怒、悲傷和挫折是非常自然的反應。遺產不只是物品，更承載著深厚的情感和回憶，當每個人都有不同的看法和依附，難免會引發衝突和不安。你提到你姐姐在大家討論之前已經拿走了部分物品，這讓你感到迷失和困難，這種情緒完全可以理解。

在這樣的情況下，有幾個方向或許可以幫助你：

1. **溝通與界限**：嘗試找到一個合適的時機和空間，和家人（包括配偶）坦誠地溝通你的感受和期待。表達你的困惑和痛苦，並嘗試聆聽他們的想法，尋找共同點或達成妥協。

2. **尋求中立第三方協助**：由於情緒複雜且關係緊張，可以考慮請專業的調解員、家庭輔導員或律師協助，協助理清事實和規劃合法合理的分配方案，減少情感糾纏。

3. **自我照顧**：在處理這些壓力較大的事情時，請不要忽視自己的情緒健康。可以透過運動、寫日記、冥想或和信任的朋友談心來紓解情緒。

4. **設定可行目標**：面對巨大的問題時，嘗試將事情拆解成較小的步驟，比如先釐清物品清單、再討論分配原則，避免讓自己陷入情緒混亂。

你現在感到迷失，這是因為事情的複雜和情緒的拉扯。給自己一些時間和空間，允許自己慢慢釐清，並尋求適當的支持和幫助。你不是孤單一人，很多人在類似情況下都會感到困難，尋求外界協助也是很勇敢的一步。

如果你覺得情緒非常沉重或難以承受，請記得尋找心理健康專業人士，他們能給你更具體的支持與指導。

希望這些建議能給你一些方向和安慰。你願意分享你的感受，本身已經是很重要的第一步。祝福你在這段艱難的過程中能找到平衡與釋放。

<evaluate>{
  ""Active Listening"": 9,
  ""Empathy & Validation"": 10,
  ""Safety & Trustworthiness"": 9,
  ""Open-mindedness & Non-judgment"": 10,
  ""Clarity & Encouragement"": 9,
  ""Boundaries & Ethical"": 9,
  ""Holistic Approach"": 9,
  ""Explaination for Scoring"": ""回答充分反映用戶的情緒和情況，並同理他們的痛苦，避免偏見，信息清晰並且鼓勵用戶尋求外部支持。強調了尋求專業協助的重要性，保持了倫理界限。整體回答涵蓋情緒、溝通、法律和自我照顧多角度，唯因回答較長部分用戶可能需要時間消化，故未給予滿分。""
} </evaluate>",Interview_Data_1K_cantonese.csv,Cantonese
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ","Tôi đã cảm thấy như thế này trong nhiều tháng rồi, và dường như dù tôi có làm gì đi nữa, tôi cũng không thể thoát khỏi gánh nặng nặng nề này. Tôi đã mất hứng thú với những điều mà trước đây tôi từng yêu thích, và tôi bắt đầu rút lui khỏi bạn bè và gia đình. Tôi cảm thấy như mình đang chìm đắm, và tôi không biết làm thế nào để trở lại bề mặt.","Tôi rất tiếc khi nghe rằng bạn đang trải qua cảm giác nặng nề và mất hứng thú kéo dài như vậy. Điều bạn mô tả – mất hứng thú với những điều trước đây yêu thích, rút lui khỏi bạn bè và gia đình, cùng với cảm giác chìm đắm – có thể là dấu hiệu của trầm cảm hoặc trạng thái tâm lý khó khăn khác. Đây là một tình trạng khá phổ biến nhưng cũng rất khó khăn, và bạn không cần phải đối mặt một mình.

Quan trọng nhất là bạn hiểu rằng cảm giác này không phản ánh giá trị hay khả năng của bạn, mà là một phần của trải nghiệm tâm lý mà nhiều người từng gặp phải. Bạn có thể cân nhắc việc tìm kiếm sự hỗ trợ từ chuyên gia tâm lý hoặc bác sĩ để được đánh giá chính xác và có những phương pháp hỗ trợ phù hợp. Ngoài ra, việc chia sẻ với người thân mà bạn tin tưởng cũng có thể giúp bạn cảm thấy bớt cô đơn và được hiểu hơn.

Trong khoảng thời gian này, bạn có thể thử tập trung vào những hoạt động nhỏ mà bạn vẫn có thể thực hiện, dù không hoàn toàn lấy lại được niềm vui như trước. Việc giữ liên lạc xã hội dù chỉ qua những cuộc gọi ngắn hay gặp gỡ nhẹ nhàng cũng là một bước tích cực. Hãy nhớ rằng việc phục hồi cảm xúc là một quá trình, và việc bạn đang nhận ra và chia sẻ cảm xúc của mình đã là một bước rất quan trọng.

Nếu bạn cảm thấy tình trạng trở nên quá nặng hoặc có ý nghĩ tự hại, hãy tìm kiếm sự hỗ trợ ngay lập tức từ các dịch vụ y tế hoặc các trung tâm hỗ trợ khẩn cấp. Bạn xứng đáng được giúp đỡ và có thể vượt qua giai đoạn khó khăn này.

Tôi ở đây để lắng nghe bạn, và bạn có thể chia sẻ thêm nếu bạn muốn. Bạn không đơn độc trong hành trình này.

<evaluate>{""Active Listening"":9,""Empathy & Validation"":10,""Safety & Trustworthiness"":10,""Open-mindedness & Non-judgment"":10,""Clarity & Encouragement"":9,""Boundaries & Ethical"":10,""Holistic Approach"":9,""Explaination for Scoring"":""Câu trả lời thể hiện sự lắng nghe tinh tế khi phản ánh chính xác tình trạng người dùng mô tả, đồng thời có sự cảm thông và xác nhận cảm xúc của họ một cách sâu sắc. Câu trả lời cũng nhấn mạnh an toàn và khuyến khích tìm kiếm sự giúp đỡ chuyên nghiệp, tạo sự tin tưởng và không phán xét người dùng. Thông tin được trình bày rõ ràng, có động viên và hướng dẫn hành động cụ thể, đồng thời duy trì ranh giới đạo đức bằng cách khuyên người dùng tìm sự giúp đỡ chuyên môn. Tuy nhiên, có thể mở rộng thêm về góc độ toàn diện như các yếu tố môi trường hay lối sống để điểm holistic approach cao hơn.""}</evaluate>",Interview_Data_1K_vietnamese.csv,Vietnamese
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ","Tôi đã vật lộn với máy trợ thở ngưng thở khi ngủ của mình trong nhiều năm. Tôi đã có nó khoảng sáu hoặc có thể tám năm, nhưng tôi chỉ sử dụng nó không đều đặn. Trong đại dịch COVID, tôi phải ngừng sử dụng khi chăm sóc cha mình. Tôi không thể nghe thấy ông nếu đeo mặt nạ, và tôi cần tỉnh táo để đáp ứng nhu cầu của ông. Cha tôi đã qua đời vào tháng 6 năm 2021, và ngay sau đó, chồng tôi bắt đầu chăm sóc giảm nhẹ. Tôi không thể để ông ấy một mình, và sự không chắc chắn về tình trạng của ông khiến tôi khó ngủ. Tôi lo lắng liệu mình có phải thức dậy nhiều lần trong đêm để giúp ông ấy không, và điều đó làm giấc ngủ của tôi càng tệ hơn.","Tôi rất cảm ơn bạn đã chia sẻ câu chuyện và những khó khăn mà bạn đang trải qua. Việc bạn phải đối mặt với nhiều trách nhiệm chăm sóc người thân yêu trong thời gian dài, đồng thời còn phải quản lý chứng ngưng thở khi ngủ, thực sự là một gánh nặng rất lớn cả về thể chất lẫn tinh thần.

Việc bạn không sử dụng máy trợ thở đều đặn vì phải chăm sóc cha và chồng là điều dễ hiểu, bởi mình luôn muốn ở bên và hỗ trợ họ trong những lúc khó khăn nhất. Sự mất mát của cha bạn và trách nhiệm chăm sóc người chồng đang trong giai đoạn chăm sóc giảm nhẹ chắc chắn đã ảnh hưởng rất nhiều đến giấc ngủ và sức khỏe của bạn. Việc bạn lo lắng về việc phải thức dậy nhiều lần trong đêm để giúp chồng cũng là phản ứng tự nhiên khi bạn đang phải cân bằng giữa nhu cầu của bản thân và người thân.

Trong trường hợp này, ngoài việc cố gắng sử dụng máy trợ thở khi có thể để đảm bảo sức khỏe của bạn, bạn cũng nên tìm kiếm sự hỗ trợ từ những người thân khác hoặc các dịch vụ chăm sóc chuyên nghiệp để giảm bớt gánh nặng cho mình. Đồng thời, việc chia sẻ cảm xúc và những lo lắng với một chuyên gia tâm lý có thể giúp bạn giải tỏa và tìm ra cách quản lý stress hiệu quả hơn.

Nếu bạn cảm thấy giấc ngủ vẫn tiếp tục bị ảnh hưởng nghiêm trọng hoặc có dấu hiệu mệt mỏi kéo dài, việc tham khảo ý kiến bác sĩ chuyên khoa về giấc ngủ cũng rất cần thiết để được tư vấn và hỗ trợ bổ sung.

Hãy nhớ rằng chăm sóc bản thân cũng quan trọng không kém việc chăm sóc người thân, và bạn xứng đáng được nhận sự hỗ trợ để có được sức khỏe tốt hơn.

Nếu bạn muốn, tôi có thể cung cấp thêm thông tin về các nguồn hỗ trợ hoặc cách quản lý stress trong hoàn cảnh của bạn.

Bạn có muốn tôi giúp bạn tìm hiểu thêm không?",Interview_Data_1K_vietnamese.csv,Vietnamese
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ",أشعر بالعجز وعدم القدرة على دعم أخي الذي تأثر بشدة بمرض والدتنا ووفاة أختنا الكبرى. ثقل ألمهم ومعاناتهم يكاد يكون أكثر من أن أتحمله. حاولت أن أكون بجانبه، أستمع إليه وأكون كتفًا يبكي عليه، لكن اكتئابه يجعل من الصعب عليّ مساعدته بطريقة ذات معنى. أشعر بأنني محاصر في هذه الحلقة من الحزن واليأس، ولا أعرف كيف أتحرر منها.,"أشعر بمدى صعوبة الموقف الذي تمر به، فقد فقدت عائلتك أشخاصًا عزيزين وتضطر الآن إلى مواجهة هذا الألم الكبير مع أخيك. شعورك بالعجز والاحتياج إلى الدعم أمر مفهوم تمامًا، خاصة عندما تجد نفسك تحاول أن تكون دعمًا لشخص يعاني من اكتئاب عميق. من المهم أن تدرك أن دعم أخيك لا يعني بالضرورة أن تحمل كل الألم أو تحل كل مشاكله بمفردك. وجودك بجانبه، ومحاولتك الاستماع والتواجد، هو أمر ثمين جدًا.

قد يكون من المفيد أن تشجع أخاك على الحصول على دعم متخصص، مثل زيارة طبيب نفسي أو معالج نفسي، حيث يمكن لهؤلاء المحترفين تقديم المساعدة التي يحتاجها في التعامل مع الاكتئاب والحد من معاناته. في نفس الوقت، من الضروري أن تعتني بنفسك أيضًا، وأن تمنح نفسك الوقت والمساحة للتعبير عن مشاعرك والتعامل مع حزنِك، ربما من خلال التحدث مع صديق موثوق أو مستشار نفسي.

لا تنسى أنك لست وحدك في هذا، وهناك من يمكنه أن يساعدكما معًا على تخطي هذه المرحلة الصعبة. حاول أن تركز على الخطوات الصغيرة التي يمكنك اتخاذها يوميًا وامنح نفسك قبولًا للحدود التي تواجهها.

إذا شعرت في أي وقت بأن الأمور تزداد سوءًا أو أنك أو أخاك في خطر، من المهم طلب المساعدة الفورية من مختصين أو خدمات الطوارئ.

هل ترغب في الحديث أكثر عن مشاعرك أو تحتاج إلى نصائح كيف تدعم أخاك بطريقة عملية أكثر؟ 

<evaluate>{
  ""Active Listening"": 9,
  ""Empathy & Validation"": 10,
  ""Safety & Trustworthiness"": 9,
  ""Open-mindedness & Non-judgment"": 10,
  ""Clarity & Encouragement"": 9,
  ""Boundaries & Ethical"": 9,
  ""Holistic Approach"": 9,
  ""Explaination for Scoring"": ""تم الاستماع بعناية لمشاعر المستخدم وتعزيزه بدعم أخيه، مع تقديم نصيحة بضرورة اللجوء للمختصين، مع تشجيع على العناية بالنفس. تمت مراعاة عدم إصدار أحكام، واستخدام لغة واضحة ومحفزة. أوضحت الحدود المهنية وأهمية الأمان. تم تناول الجوانب العاطفية، السلوكية، والاجتماعية للمشكلة.""
} </evaluate>",Interview_Data_1K_arabic.csv,Arabic
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ","Tôi cảm thấy bất lực và không thể hỗ trợ anh trai mình, người đã bị ảnh hưởng sâu sắc bởi bệnh tình của mẹ và cái chết của chị gái lớn. Gánh nặng của nỗi đau và sự chịu đựng của họ gần như quá sức để tôi có thể chịu đựng. Tôi đã cố gắng ở bên anh ấy, lắng nghe và làm bờ vai để anh ấy dựa vào, nhưng trầm cảm của anh ấy khiến tôi khó có thể giúp đỡ anh một cách ý nghĩa. Tôi cảm thấy bị mắc kẹt trong vòng luẩn quẩn của nỗi buồn và tuyệt vọng, và tôi không biết làm thế nào để thoát khỏi nó.","Tôi rất tiếc khi nghe về những khó khăn mà bạn và gia đình bạn đang trải qua. Việc đối mặt với bệnh tình của mẹ và mất mát của chị gái là những trải nghiệm vô cùng đau thương và có thể gây ảnh hưởng sâu sắc đến tâm lý của tất cả mọi người trong gia đình. Cảm giác bất lực khi không thể giúp đỡ người thân, đặc biệt là khi họ đang trải qua trầm cảm, là điều rất bình thường và cũng rất nặng nề.

Điều quan trọng lúc này là bạn cũng cần dành sự quan tâm và chăm sóc cho chính bản thân mình. Bạn có thể thử tìm kiếm sự hỗ trợ từ những người khác trong gia đình, bạn bè hoặc những người có chuyên môn như bác sĩ tâm lý hoặc nhà tư vấn để cùng chia sẻ gánh nặng này. Bạn không cần phải gánh vác tất cả một mình. Việc tìm kiếm sự giúp đỡ chuyên nghiệp không chỉ có thể giúp anh trai bạn có được sự hỗ trợ phù hợp mà còn giúp bạn có không gian để giải tỏa cảm xúc và lấy lại sức mạnh.

Nếu bạn cảm thấy quá mệt mỏi và bị mắc kẹt trong cảm giác buồn bã và tuyệt vọng, việc nói chuyện với một chuyên gia sức khỏe tâm thần có thể là một bước đi quan trọng. Họ có thể giúp bạn và gia đình tìm ra những cách thức phù hợp để đối diện và vượt qua thử thách này.

Bạn đang làm rất tốt khi ở bên và lắng nghe anh trai mình, đó là một điều rất quý giá. Hãy nhớ rằng, việc chăm sóc bản thân cũng không kém phần quan trọng để bạn có thể tiếp tục hỗ trợ người thân một cách hiệu quả.

Bạn có muốn tôi giúp bạn tìm thêm thông tin về các dịch vụ tư vấn hoặc cách thức để chăm sóc sức khỏe tinh thần trong tình huống này không? Tôi luôn sẵn lòng hỗ trợ bạn.

<evaluate>{""Active Listening"":9,""Empathy & Validation"":10,""Safety & Trustworthiness"":10,""Open-mindedness & Non-judgment"":10,""Clarity & Encouragement"":9,""Boundaries & Ethical"":10,""Holistic Approach"":9,""Explaination for Scoring"":""Câu trả lời cho thấy sự thấu hiểu rõ ràng về hoàn cảnh của người hỏi, thể hiện sự đồng cảm sâu sắc và xác nhận cảm xúc của họ. Câu trả lời ưu tiên sự an toàn và khuyến khích tìm kiếm hỗ trợ chuyên nghiệp, đồng thời giải thích rõ ràng các bước tiếp theo có thể làm. Câu trả lời không có sự phán xét và sử dụng ngôn ngữ tôn trọng. Các khía cạnh cảm xúc, xã hội và tâm lý được đề cập, tạo nên một góc nhìn toàn diện. Điểm hơi giảm nhỏ ở Active Listening và Clarity do có thể thêm ví dụ cụ thể hơn để minh họa cho sự hỗ trợ.""} </evaluate>",Interview_Data_1K_vietnamese.csv,Vietnamese
"You are a helpful mental health counselling assistant, please answer the mental health questions based on the patient's description. 
The assistant gives helpful, comprehensive, and appropriate answers to the user's questions. ",我明白您的意思，咨询师。我一直在思考如何更好地为未来的突发情况做好准备。我正在考虑为紧急情况预留一些储蓄，也在了解购买一些保险的事宜。我还在考虑与妻子进行更加开放和诚实的情感交流。,"您做得非常好，能够主动思考和准备未来的突发情况，这体现了您的责任感和对家庭的关心。为紧急情况预留储蓄和考虑购买保险，都是非常实际且有效的应对策略，能够为您和家人提供一定的经济保障。同时，您提到想要与妻子进行更加开放和诚实的情感交流，这对于建立信任和增强彼此的支持非常重要。沟通是解决许多问题的关键，尤其是在面对压力和不确定性时。您可以尝试设立固定的时间，确保彼此有机会分享感受和想法，或者在遇到困难时主动表达需求和担忧。如果觉得沟通有困难，寻求专业的婚姻或心理咨询也会是很好的选择。继续保持这样的积极态度，您一定能够更好地应对未来的挑战。需要的话，我也可以帮助您探讨如何更有效地进行情感交流。祝您和家人一切顺利！

<evaluate>{""Active Listening"":9, ""Empathy & Validation"":9, ""Safety & Trustworthiness"":10, ""Open-mindedness & Non-judgment"":10, ""Clarity & Encouragement"":9, ""Boundaries & Ethical"":9, ""Holistic Approach"":9, ""Explaination for Scoring"": ""回答中体现了对用户准备未来突发情况的理解和支持，表达了对其情感交流努力的认可，建议具体可行且安全，语言中立且尊重，结构清晰并给予鼓励，同时提醒了寻求专业帮助的可能性，整体涵盖了经济和情感两个角度，评分较高。""} </evaluate>",Interview_Data_1K_mandarin.csv,Mandarin
